大类,推荐编码,推荐名称,疾病编码,疾病名称,动作编码,动作名称,动作关系,主证据编码,主指南编码,主指南名称,推荐等级,证据等级,阻断原因
心律失常,REC-7DF8568675FB94DD,室性期前收缩路径随访安全规则｜室性期前收缩风险分层（风险分层）推荐,DIS-CARD-ARR-PVC,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-FC946E22ED9C,室性期前收缩风险分层,recommends_action,EVD-TB-C8D90A4B2E725F3E6B4C-PVC,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
心律失常,REC-CB3AB683A1DBE1B3,儿茶酚胺敏感性多形性室性心动过速路径随访安全规则｜儿茶酚胺敏感性多形性室性心动过速随访方案（随访）推荐,DIS-CARD-ARR-CPVT,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-CA6D6BEF3F11,儿茶酚胺敏感性多形性室性心动过速随访方案,recommends_action,EVD-1DFD2B20A3502360B4ED-CPVT,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未结构化,未结构化,
心律失常,REC-2803D585674F1A5A,儿茶酚胺敏感性多形性室性心动过速路径随访安全规则｜儿茶酚胺敏感性多形性室性心动过速风险分层（风险分层）推荐,DIS-CARD-ARR-CPVT,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-7592F7642F24,儿茶酚胺敏感性多形性室性心动过速风险分层,recommends_action,EVD-1DFD2B20A3502360B4ED-CPVT,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未结构化,未结构化,
冠心病,REC-9923170206C22876,慢性冠脉综合征路径评估规则｜慢性冠脉综合征诊断标准（诊断标准）推荐,DIS-CARD-CAD-CCS,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-CAD-CCS-CURATED-20260628,慢性冠脉综合征诊断标准,recommends_action,EVD-02C69371610F375E1A8D-CCS,SRC-DOC-78579EFFB060EF72,CCS ESC 2019.pdf,未结构化,未结构化,
冠心病,REC-B070F65A59B53524,慢性冠脉综合征路径治疗决策规则｜抗血小板治疗（治疗方案）推荐,DIS-CARD-CAD-CCS,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-42FD049DCDB5,抗血小板治疗,recommends_action,EVD-00500E56838521D1853C-CCS,SRC-DOC-AFBC49A750345874,冠心病双联抗血小板治疗中国专家共识.pdf,未结构化,未结构化,
冠心病,REC-50DB7AB6BC0A0C92,慢性冠脉综合征路径治疗决策规则｜慢性冠脉综合征治疗方案（治疗方案）推荐,DIS-CARD-CAD-CCS,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-89D4C114E515,慢性冠脉综合征治疗方案,recommends_action,EVD-02C69371610F375E1A8D-CCS,SRC-DOC-78579EFFB060EF72,CCS ESC 2019.pdf,未结构化,未结构化,
心肌病,REC-C83E4B8CE8F5D2C3,致心律失常性心肌病路径评估规则｜致心律失常性心肌病诊断标准（诊断标准）推荐,DIS-CARD-CM-ACM,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-E0CC534A2482,致心律失常性心肌病诊断标准,recommends_action,EVD-FFEC8CA65DBBB1B8118F-ACM,SRC-DOC-372CA06E729E0563,心肌病心内膜心肌活检及病理检查临床应用指南.pdf,未结构化,未结构化,
心肌病,REC-2B0A860969D0CB18,致心律失常性心肌病路径治疗决策规则｜致心律失常性心肌病治疗方案（治疗方案）推荐,DIS-CARD-CM-ACM,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-8BABC3547777,致心律失常性心肌病治疗方案,recommends_action,EVD-FFEC8CA65DBBB1B8118F-ACM,SRC-DOC-372CA06E729E0563,心肌病心内膜心肌活检及病理检查临床应用指南.pdf,未结构化,未结构化,
心肌病,REC-B8EF017F7D259D97,致心律失常性心肌病路径治疗决策规则｜抗凝治疗（治疗方案）推荐,DIS-CARD-CM-ACM,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-A1C4E6332D38,抗凝治疗,recommends_action,EVD-FFEC8CA65DBBB1B8118F-ACM,SRC-DOC-372CA06E729E0563,心肌病心内膜心肌活检及病理检查临床应用指南.pdf,未结构化,未结构化,
心肌病,REC-4160846401ECB617,致心律失常性心肌病路径随访安全规则｜致心律失常性心肌病随访方案（随访）推荐,DIS-CARD-CM-ACM,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-D122E1A8DC19,致心律失常性心肌病随访方案,recommends_action,EVD-FFEC8CA65DBBB1B8118F-ACM,SRC-DOC-372CA06E729E0563,心肌病心内膜心肌活检及病理检查临床应用指南.pdf,未结构化,未结构化,
心肌病,REC-95D67DD2BBD374A9,致心律失常性心肌病路径随访安全规则｜致心律失常性心肌病风险分层（风险分层）推荐,DIS-CARD-CM-ACM,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-341E5DDF79BA,致心律失常性心肌病风险分层,recommends_action,EVD-FFEC8CA65DBBB1B8118F-ACM,SRC-DOC-372CA06E729E0563,心肌病心内膜心肌活检及病理检查临床应用指南.pdf,未结构化,未结构化,
心律失常,REC-F3F15E6BACFFF5B3,尖端扭转型室性心动过速路径评估规则｜尖端扭转型室性心动过速诊断标准（诊断标准）推荐,DIS-CARD-ARR-TDP,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-REQ-187786BCF29C,尖端扭转型室性心动过速诊断标准,recommends_action,EVD-01F821FAAA2B8A8C5F27-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-3993D6D74CED11F4,尖端扭转型室性心动过速路径治疗决策规则｜尖端扭转型室性心动过速治疗方案（治疗方案）推荐,DIS-CARD-ARR-TDP,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-6162E45256D2,尖端扭转型室性心动过速治疗方案,recommends_action,EVD-01F821FAAA2B8A8C5F27-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-E2138BD00608DA12,尖端扭转型室性心动过速路径治疗决策规则｜射频消融治疗（治疗方案）推荐,DIS-CARD-ARR-TDP,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-8D7FDE84DC07,射频消融治疗,recommends_action,EVD-01F821FAAA2B8A8C5F27-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-448ED7FBC949A6A0,尖端扭转型室性心动过速路径治疗决策规则｜ICD治疗（治疗方案）推荐,DIS-CARD-ARR-TDP,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-946BE3CB675F,ICD治疗,recommends_action,EVD-01F821FAAA2B8A8C5F27-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-373A59A06A078858,尖端扭转型室性心动过速路径治疗决策规则｜电复律除颤（治疗方案）推荐,DIS-CARD-ARR-TDP,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-A694F46F1102,电复律除颤,recommends_action,EVD-01F821FAAA2B8A8C5F27-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-196DB89B6F2507F4,尖端扭转型室性心动过速路径治疗决策规则｜抗心律失常药物治疗（治疗方案）推荐,DIS-CARD-ARR-TDP,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-E01DCE98BB99,抗心律失常药物治疗,recommends_action,EVD-01F821FAAA2B8A8C5F27-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
心律失常,REC-2146FE591FCE5050,尖端扭转型室性心动过速路径随访安全规则｜尖端扭转型室性心动过速随访方案（随访）推荐,DIS-CARD-ARR-TDP,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-1F8B40D282BA,尖端扭转型室性心动过速随访方案,recommends_action,EVD-01F821FAAA2B8A8C5F27-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
冠心病,REC-C42024AEC5035400,慢性冠脉综合征路径治疗决策规则｜血运重建（治疗方案）推荐,DIS-CARD-CAD-CCS,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-TEXT-EEF9C97B59,血运重建,recommends_action,EVD-02C69371610F375E1A8D-CCS,SRC-DOC-78579EFFB060EF72,CCS ESC 2019.pdf,未结构化,未结构化,
冠心病,REC-473085E274C198B4,慢性冠脉综合征路径随访安全规则｜慢性冠脉综合征随访方案（随访）推荐,DIS-CARD-CAD-CCS,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-0841C3FAD521,慢性冠脉综合征随访方案,recommends_action,EVD-02C69371610F375E1A8D-CCS,SRC-DOC-78579EFFB060EF72,CCS ESC 2019.pdf,未结构化,未结构化,
冠心病,REC-66E917470CF948BD,慢性冠脉综合征路径随访安全规则｜慢性冠脉综合征风险分层（风险分层）推荐,DIS-CARD-CAD-CCS,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-20754CD9B62D,慢性冠脉综合征风险分层,recommends_action,EVD-02C69371610F375E1A8D-CCS,SRC-DOC-78579EFFB060EF72,CCS ESC 2019.pdf,未结构化,未结构化,
心律失常,REC-DC7A43CC78F92C5E,尖端扭转型室性心动过速路径随访安全规则｜尖端扭转型室性心动过速风险分层（风险分层）推荐,DIS-CARD-ARR-TDP,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-B282969A0E50,尖端扭转型室性心动过速风险分层,recommends_action,EVD-01F821FAAA2B8A8C5F27-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未结构化,未结构化,
冠心病,REC-A0E6935D6AC7EE2A,陈旧性心肌梗死路径评估规则｜陈旧性心肌梗死诊断依据（诊断标准）推荐,DIS-CARD-CAD-OLD-MI,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-CAD-OLD-MI-CURATED-20260628,陈旧性心肌梗死诊断依据,recommends_action,EVD-0AF47B0E09B86CEE0B03-MI,SRC-DOC-EC5A88A34A19CF0B,冠状动脉粥样硬化性心脏病患者药物治疗管理路径专家共识_周洋.pdf,未结构化,未结构化,
冠心病,REC-9F4AE2CA59BC31FD,陈旧性心肌梗死路径治疗决策规则｜抗血小板治疗（治疗方案）推荐,DIS-CARD-CAD-OLD-MI,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-42FD049DCDB5,抗血小板治疗,recommends_action,EVD-00500E56838521D1853C-MI,SRC-DOC-AFBC49A750345874,冠心病双联抗血小板治疗中国专家共识.pdf,未结构化,未结构化,
冠心病,REC-FC74D87AD42E1DEE,稳定型心绞痛路径评估规则｜稳定型心绞痛诊断标准（诊断标准）推荐,DIS-CARD-CAD-STABLE-ANGINA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-F0FABEDE13D8,稳定型心绞痛诊断标准,recommends_action,EVD-28A3B9CF0363F965278F-ANGINA,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
冠心病,REC-519A282D9FA59F80,稳定型心绞痛路径治疗决策规则｜抗血小板治疗（治疗方案）推荐,DIS-CARD-CAD-STABLE-ANGINA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-42FD049DCDB5,抗血小板治疗,recommends_action,EVD-28A3B9CF0363F965278F-ANGINA,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
冠心病,REC-31FDF389F87DF498,稳定型心绞痛路径治疗决策规则｜稳定型心绞痛治疗方案（治疗方案）推荐,DIS-CARD-CAD-STABLE-ANGINA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-DDD036288AF3,稳定型心绞痛治疗方案,recommends_action,EVD-28A3B9CF0363F965278F-ANGINA,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
冠心病,REC-BCD75DEF65B26D94,稳定型心绞痛路径治疗决策规则｜血运重建（治疗方案）推荐,DIS-CARD-CAD-STABLE-ANGINA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-TEXT-EEF9C97B59,血运重建,recommends_action,EVD-28A3B9CF0363F965278F-ANGINA,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
冠心病,REC-958D0F163042872C,稳定型心绞痛路径随访安全规则｜稳定型心绞痛随访方案（随访）推荐,DIS-CARD-CAD-STABLE-ANGINA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-22A2B8A765AC,稳定型心绞痛随访方案,recommends_action,EVD-28A3B9CF0363F965278F-ANGINA,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
冠心病,REC-7FC15860DEFB09C7,稳定型心绞痛路径随访安全规则｜稳定型心绞痛风险分层（风险分层）推荐,DIS-CARD-CAD-STABLE-ANGINA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,RISK-CARD-C8FDB01D41A4,稳定型心绞痛风险分层,recommends_action,EVD-28A3B9CF0363F965278F-ANGINA,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未结构化,未结构化,
冠心病,REC-ECD135124D130550,陈旧性心肌梗死路径治疗决策规则｜陈旧性心肌梗死治疗方案（治疗方案）推荐,DIS-CARD-CAD-OLD-MI,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-9ACFEF0709E2,陈旧性心肌梗死治疗方案,recommends_action,EVD-0AF47B0E09B86CEE0B03-MI,SRC-DOC-EC5A88A34A19CF0B,冠状动脉粥样硬化性心脏病患者药物治疗管理路径专家共识_周洋.pdf,未结构化,未结构化,
冠心病,REC-FD8A02E13A450238,陈旧性心肌梗死路径随访安全规则｜陈旧性心肌梗死随访方案（随访）推荐,DIS-CARD-CAD-OLD-MI,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-53E0DA55CCC2,陈旧性心肌梗死随访方案,recommends_action,EVD-0AF47B0E09B86CEE0B03-MI,SRC-DOC-EC5A88A34A19CF0B,冠状动脉粥样硬化性心脏病患者药物治疗管理路径专家共识_周洋.pdf,未结构化,未结构化,
冠心病,REC-1DB8472584314B12,隐匿性冠心病路径评估规则｜隐匿性冠心病诊断标准（诊断标准）推荐,DIS-CARD-CAD-SILENT-ISCHEMIA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-CAD-SILENT-ISCHEMIA-CURATED-20260628,隐匿性冠心病诊断标准,recommends_action,EVD-F8F46C61DE06145B1198-ISCHEMIA,SRC-DOC-AFBC49A750345874,冠心病双联抗血小板治疗中国专家共识.pdf,未结构化,未结构化,
冠心病,REC-B8F3F8B7A05BF477,隐匿性冠心病路径治疗决策规则｜隐匿性冠心病治疗方案（治疗方案）推荐,DIS-CARD-CAD-SILENT-ISCHEMIA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-65EBD0DFC019,隐匿性冠心病治疗方案,recommends_action,EVD-F8F46C61DE06145B1198-ISCHEMIA,SRC-DOC-AFBC49A750345874,冠心病双联抗血小板治疗中国专家共识.pdf,未结构化,未结构化,
冠心病,REC-D9423724BE813415,隐匿性冠心病路径随访安全规则｜隐匿性冠心病年度临床随访评估（随访）推荐,DIS-CARD-CAD-SILENT-ISCHEMIA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,隐匿性冠心病年度临床随访评估,recommends_action,EVD-F8F46C61DE06145B1198-ISCHEMIA,SRC-DOC-AFBC49A750345874,冠心病双联抗血小板治疗中国专家共识.pdf,未结构化,未结构化,
冠心病,REC-07308C6CEE0C3A7E,不稳定型心绞痛路径评估规则｜不稳定型心绞痛诊断标准（诊断标准）推荐,DIS-CARD-CAD-UA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,DXC-CARD-CAD-UA-CURATED-20260628,不稳定型心绞痛诊断标准,recommends_action,EVD-0CCD7C1153D1B11A8A82-UA,SRC-DOC-74E4AFDAB17B75CB,ESC 急性冠脉综合征指南（2023）.pdf,未结构化,未结构化,
冠心病,REC-531E3349DCFCE290,不稳定型心绞痛路径治疗决策规则｜不稳定型心绞痛治疗方案（治疗方案）推荐,DIS-CARD-CAD-UA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-8B4C35522D9A,不稳定型心绞痛治疗方案,recommends_action,EVD-0CCD7C1153D1B11A8A82-UA,SRC-DOC-74E4AFDAB17B75CB,ESC 急性冠脉综合征指南（2023）.pdf,未结构化,未结构化,
冠心病,REC-A18FFF0048F87DE9,不稳定型心绞痛路径治疗决策规则｜抗凝治疗（治疗方案）推荐,DIS-CARD-CAD-UA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-A1C4E6332D38,抗凝治疗,recommends_action,EVD-0CCD7C1153D1B11A8A82-UA,SRC-DOC-74E4AFDAB17B75CB,ESC 急性冠脉综合征指南（2023）.pdf,未结构化,未结构化,
冠心病,REC-79C0D690D7864362,不稳定型心绞痛路径治疗决策规则｜氧疗（治疗方案）推荐,DIS-CARD-CAD-UA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,recommends_action,EVD-0CCD7C1153D1B11A8A82-UA,SRC-DOC-74E4AFDAB17B75CB,ESC 急性冠脉综合征指南（2023）.pdf,未结构化,未结构化,
冠心病,REC-0865E023D4216664,不稳定型心绞痛路径治疗决策规则｜复律治疗（治疗方案）推荐,DIS-CARD-CAD-UA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-TEXT-7CC38FBA6F,复律治疗,recommends_action,EVD-0CCD7C1153D1B11A8A82-UA,SRC-DOC-74E4AFDAB17B75CB,ESC 急性冠脉综合征指南（2023）.pdf,未结构化,未结构化,
冠心病,REC-68522C78632B674D,不稳定型心绞痛路径治疗决策规则｜血运重建（治疗方案）推荐,DIS-CARD-CAD-UA,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,PLAN-CARD-TEXT-EEF9C97B59,血运重建,recommends_action,EVD-0CCD7C1153D1B11A8A82-UA,SRC-DOC-74E4AFDAB17B75CB,ESC 急性冠脉综合征指南（2023）.pdf,未结构化,未结构化,
